Date,Stars,Reviews,BankName
13-11-2016,1,"
Where as we did not end up taking a loan from this company, I can comment on the fact that the broker Matt was quick to try to get my business, as soon as he found that there were complications with the mortgage insurance he stopped having any contact with me, he would not return my calls, or emails. Once i finally got a hold of him he was short with his answers and offer little help when I asked for details on the complications. We went with a different company for our loan... Read More
        ",North American Savings Bank
13-08-2017,1,"
This closing went pretty smooth with the exception of a few bumps. The customer service agent was prompt with responses as well as document transfers. I was not keen on doing a refinance all electronic through email and phone, but I have to say, the process was easy and went well. I got a great rate and the closing costs were good.

The only issue I had was at closing, the final documents were written for a 30 year loan and it was suppose to be a 25 year loan, An issue happened at the final writing so I did not close on the specified closing date, it happened a day later after the papers were rewritten. It was great they were able to resolve it in one day, the bad part was I got charged a rate lock extension fee as my rate lock expired on the day I was suppose to close. I am sure I could have fought them on the fee as it was caused because of their mistake but now I was closing on New years eave and did not want to carry the closing over to the new year... Read More
        ",North American Savings Bank
07-10-2016,5,"
Great customer service and very helpful.
        ",Triumph Lending
08-01-2016,5,"
Very helpful and great customer service.
        ",Triumph Lending
18-01-2017,5,"
You can tell about his character and honesty from the very beginning, I couldn't be happier.
Thank you Mark!
        ",Triumph Lending
02-12-2017,5,"
Buying a house is the most stressful thing I have done. Specially with the developer company I had to deal with!, but Mark and his team were the best !
They were always helpful, on time, and went the extra mile to help me and solve all my questions.

I am really happy I chose them!, from the very beginning they showed their professionalism and their customer care skills.

From the bottom of my heart! thank you!! for helping me get my first home!!

... Read More
        ",Triumph Lending
29-02-2016,5,"
Mark and his team were very helpful and provided a great experience, fast closing and competitive rates.
        ",Triumph Lending
19-10-2017,5,"
Bob did amazing job. Process was smooth and stress free . Definitely responded super fast and helpful. 101% satisfied.
        ",Triumph Lending
15-01-2016,5,"
Very professional yet personable.  Quick to help with any questions or obstacles to the funding process.  I highly recommend Peter Lammerts and his team.
        ",Triumph Lending
07-03-2016,5,"
It was a pleasure to work with Christopher Waymire through the process. He made it easy and painless. His staff and supporting team was awesome! I highly recommend their company.
        ",Triumph Lending
04-01-2017,5,"
Great first time home buying experience.  Have already recommended Triumph to friends and family.  

The communication is what really made the difference.  Stephanie and staff were quick to respond to my emails, answering our questions, and providing reassurance. That is something that seems to be  lacking these days when it comes to conducting business.  
        ",Triumph Lending
16-08-2016,5,"
I was trying to decide between Triumph Lending and a much larger company whose name starts with a Q and they have a spaceship logo.  I'm so happy I went with Triumph.  The other company got all needy and wouldn't stop trying to call me once I chose Triumph.  However, Triumph didn't play any games with me, they responded more quickly, they took the time to educate me, didn't use any gimmicky sales techniques, and were pleasant to work with through the whole process.  I'm so happy with their work, that I'm going to use them again when I buy a rental property next year. ... Read More
        ",Triumph Lending
27-05-2016,5,"
This was my first home purchas; however, with Peter and Monica’s support, they made this such an easy and smooth process.  I always hear about the stress and challenges when buying a house, but the day Peter called and told me we were all good to go and would be closing in a couple weeks I laughed and honestly thought he was joking.  That’s how simple and quick they were with my loan; I was actually able to enjoy the entire process from application to closing.   Their response time to emails was unbelievable; you would have a response within minutes at almost all hours of the day.  All in all, they exceeded the bar with customer service (would of given them 100 stars if it was option), were extremely fast in the loan process, got me an outstanding rate, and continued to call all the way through closing to make sure everything was going well!  If you’re in the market to buy a home or refinance Peter and his team are the ones for you.  Thank you so much for all you did, I can never thank you enough!  All the best to you... Read More
        ",Triumph Lending
12-09-2017,5,"
Andy was an incredible resource and guide throughout our first home-buying experience! He is highly skilled, always willing to help, and perhaps most importantly of all, understanding. He answered my countless questions (even through text messages at night!) with a calm and professional demeanor that absolutely reassured me throughout the closing process. We plan on refinancing in a few years and we have the utmost confidence that Andy will be able to provide another superior experience. Looking forward to working with you again, Andy... Read More
        ",Triumph Lending
17-05-2017,5,"
Thank you Peter for always getting back to me right away with any questions and making sure this was a smooth process and my Loan closed on time! We appreciate this so much. 
        ",Triumph Lending
02-02-2017,5,"
Found Triumph online and reached out. We loved that they were very easy to get a hold of, answered all our questions and went above and beyond to make sure we understood the whole process. The team is very responsive and keeps up with everything you still need going forward. We closed late on a Friday and funding happened relatively fast without any hiccups. Would hands down recommend them anyone purchasing a house as they made the process run smoothly.... Read More
        ",Triumph Lending
27-09-2017,5,"
I had a good gut feeling about Triumph Lending, but I wasted a lot of time checking with a few other mortgage companies.

Those other companies were all over the map. There were two I never heard back from after the pre-approval stage. One of them completely ignored one an email I sent as a follow up to a phone call. Another waited a month to call me back. Two of them promised information and ever provided it.

The real prize winner was particularly pushy and was completely unprofessional when I informed him I had decided to use Triumph lending because they're closing costs were thousands of dollars lower.

But everyone I worked with at Triumph, mostly Vanessa Flores (Loan Officer) & Alina Vargas (Loan Processor), took every question seriously, never failed to respond to a request (quickly and accurately), and I know it sounds cliche, but I felt like I was more than just a number to them.

Thanks to them, my wife and I are getting our first home... Read More
        ",Triumph Lending
15-01-2016,5,"
Vanessa was, in a word, fantastic.

She was there for me every step of the way, with a perfect balance of professionalism and enthusiasm.

She was always very quick to respond to respond to my questions and, even more importantly, her answers were always right.

I did check with a few other mortgage companies and their representatives couldn't hold a candle to her... Read More
        ",Triumph Lending
24-05-2017,5,"
It was a pleasure with John. Besides all the fees and closing costs being lower than other brokers that I reached out to, John was involved in every step of the way. He was on top of every element of the transaction and communicated timely, nothing was left to chance and even the loan was ready to be funded one week prior to closing day!
Having shopped around and compared other brokers, I know I made a great decision (financially and for peace of mind) going with John. I would not hesitate to recommend his services to anyone looking for a home loan... Read More
        ",Triumph Lending
01-01-2018,5,"
Triumph was extremely efficient.  I was so pleased with the streamlined processes and use of technology.  The entire team that we worked with was knowledgeable, provided real time feed back, and very personable.  We had an awesome experience with Triumph and will definitely recommend to other home buyers.
        ",Triumph Lending
14-02-2016,5,"
Excellent customer service - had a great experience working with lender Marcos Maya & team!
        ",Triumph Lending
25-11-2017,5,"
I cannot say enough great things about Peter and his team. Peter was always available, always responded right away and answered all my questions. Not only did he answer my questions, he took the time to explain everything in detail and made sure I understood the answer and/or process. 
        ",Triumph Lending
03-07-2016,5,"
Buying a house can be painful! You have to fill out applications, produce proof of financials, etc...  But Chris and his team made this easy.  They were so easy to work with.  Very organized and always ready to answer a question or explain why something was needed.  Chris is friendly, knowledgeable and professional.  He always had our best interest in mind and communicated with us every step of the way.  Best home loan experience we have ever had. ... Read More
        ",Triumph Lending
11-10-2017,5,"
Stephanie was amazing, she was side by side with us during the process, answering all our questions and fighting for us. She did more for us than our own realtor. I absolutely recommend her and her team. You guys rock! 
        ",Triumph Lending
04-03-2017,5,"
Stephanie was amazing. We just bought our first house in Houston and we can’t be more thankful for all the patience and help she gave us. Working with her was a pleasure, she did more for us than our own realtor and I’ll never forget it. Thank you Stephanie you’re the best. We highly recommend her!
        ",Triumph Lending
26-10-2017,5,"
Great experience, great people!
        ",Triumph Lending
23-01-2016,5,"
Working with Chris was easy.  He listens to your needs, understands them and does his best to meet them.  He is open, upfront, honest, communicates quickly, thorough and delivers a high level of customer service.  His under writing and processing was the best and fastest I've ever seen.  If you want a great loan experience then do business with Chris, he won't let you down... Read More
        ",Triumph Lending
28-04-2016,5,"
Great to work with, very responsive to all my inquiries.
        ",Triumph Lending
07-03-2016,5,"
Stephanie, Alina and Phillip were great to work. They made the process quick and painless, highly recommend. 
        ",Triumph Lending
05-04-2016,5,"
Stephanie was great! She was a pleasure to work with and gave solid advice throughout the process. Thanks again, Stephanie!
        ",Triumph Lending
10-04-2017,5,"
I really enjoyed the services provided by Stephanie Drewry and her team. They were very friendly and professional. They always responded quickly and had great advice throughout the lending process. 
        ",Triumph Lending
31-08-2016,5,"
Bob did amazing job . If I can give more than 5 stars I would . Process went so smooth and stress free . Definitely will respond super fast and super helpful. 100 % satisfaction 
        ",Triumph Lending
04-03-2017,5,"
Stephanie and her team were fantastic.  The most helpful and responsive lender I’ve ever worked with.  They really go out of their way to provide the best customer service possible.  Would recommend to anyone. 
        ",Triumph Lending
30-09-2016,5,"
Working with Chris was an excellent experience, he is knowledgeable, and he follow up with me, in every step of the way.
It really make a big difference to work with a professional like him.
Thank you Chris for all the time and effort you put in our deal.
 
        ",Triumph Lending
22-07-2017,5,"
Chris is not a hard sell guy. He earns your business by giving you a great deal and working hard for you. Chris was always responsive and, most of the time, reached out to me before I even contacted him. His follow-up is great as well. I highly recommend him. If you do your part and provide the required information to obtain your loan, this man breaks speed records getting it done. Two thumbs up... Read More
        ",Triumph Lending
18-07-2016,5,"
Chris Waymire and his team were spectacular.  I was a first time home buyer and I was Chris w/ Triumph Lending were suggested to me by a mutual friend.  Chris and the Triumph team were responsive and were very proactive in every stage of the deal.  This guy is the real deal, I highly recommend financing through Chris!
        ",Triumph Lending
02-05-2017,5,"
Chris Waymire and his team were spectacular.  I was a first time home buyer and I was Chris w/ Triumph Lending were suggested to me by a mutual friend.  Chris and the Triumph team were responsive and were very proactive in every stage of the deal.  This guy is the real deal, I highly recommend financing through Chris!
        ",Triumph Lending
27-05-2016,5,"
Triumph Lending has a great team that will walk you through the lending process hassle-free.  They treated me with great care and made sure to answer any questions.  The pre-approval process was easy to complete, and the team were quick to respond every time I needed a pre-approval letter for bidding on a home.  They were able to close on our house within a month as well... Read More
        ",Triumph Lending
26-10-2017,5,"
Stephanie Drewry took such wonderful care of us, while we were purchasing a home in another state!  I felt as though we were the only customers, because we received such personal, timely care.
        ",Triumph Lending
04-10-2017,5,"
From the very beginning, The Lending Tree took excellent care of us, while we were buying a home in another state.  Every day, they stayed on top of each step, to get our closing, completed on the seller's requested date.  The LT team worked together like a ""well-oiled machine!""
        ",Triumph Lending
04-01-2017,5,"
Awesome staff that works well together to support customers throughout the lending process.Marcos, Monica and JC did a phenomenal job keeping me informed and answering all questions I had about my loan and the process.
        ",Triumph Lending
30-06-2017,5,"
Marcos and his team were there every step of the way for us. Every time we reached out, we received a response within minutes - this goes for calls, texts and emails! Marcos made this process as easy as I could imagine. I'd recommend him and his team at Triumph to anyone.
        ",Triumph Lending
02-05-2017,5,"
I started a process for a mortgage loan with Triumph Lending (Network Funding) in Houston, TX. I was given a pre-approval quickly with a great Interest Rate. I was continually informed via email and phone calls thorough the entire process of the loan. My representative from Triumph Lending (Peter Lammerts) worked tirelessly to make the best deal possible for me in terms of closing costs and interest rate on top of always being available to answer any questions on a loan that, to begin with, looked like it was going to be an easy mortgage loan to process, until some difficulties on my credit report showed up. Peter was very diligent to work on the issues and was able to overcome all of the obstacles in order to do the mortgage closing on time and with my best interest in mind. I highly recommend Peter Lammerts and his team for their professionalism and efficient service.
J... Read More
        ",Triumph Lending
06-11-2016,5,"
John and his team were great. Best lender process I’ve had with a mortgage.
        ",Triumph Lending
14-02-2016,5,"
Marcos is a tremendous asset to Triumph Lending. Both he and Katie were extremely helpful, explaining each step of the way, keeping us informed of all progress, and accomplished everything they said they would do. We closed on time, on the last day of the month as planned, in the midst of high tension from all parties. Great job!!
        ",Triumph Lending
26-06-2016,5,"
The team were great to work with. Experienced and professional. A few bumps with seller at the end and Triumph pushed through and we closed, and on time. Thank y’all!
        ",Triumph Lending
27-12-2016,5,"
Stephanie did a great job and kept me informed at all times.  She seems to have put together an excellent team that all focus on getting the job done and done right.
        ",Triumph Lending
31-05-2017,5,"
It was a great experience working with Stephanie and her team.  The loan process went so smoothly that we were able to close 4 days earlier than expected. My realtor had not worked with Triumph before but she made the comment at close that the process went so smoothly because of the great lender and title company that we used.  I would definitely reach out to Triumph for any of my future lending needs... Read More
        ",Triumph Lending
23-01-2016,5,"
Bob and Triumph beat other lenders rates and were prompt with approval and closing! 
        ",Triumph Lending
28-04-2016,5,"
Bob called me checking on me and answered questions via email within minutes or no later than an hour. He reassured me when another lender was trying to make me think that there were problems with Triumph and I followed my gut and stuck with Bob and Triumph. Bob and Katie were amazing. They beat the other lenders rates by a 3/4 of a percentage and saved me on closing costs as well. The other lender was more strict and closing costs were higher. He is amazing and now we have our home and could not be happier!... Read More
        ",Triumph Lending
02-02-2017,5,"
Went above and beyond to make sure I had as much information I needed to close on my home. Great job by Kevin and team to stay connected and provide timely communication to close early. He truly cares about the individual and families and provided a great overall experience for one of the more stressful times in someone's life. Great job overall and thanks again for all your hard work and information that was super helpful.

I truly appreciate his approach and confidence he earned with me knowing he will do what is right for us and his customers... Read More
        ",Triumph Lending
01-01-2018,5,"
We had the pleasure of working with John Guerra for our condo purchase.  He made our home loan process much easier than we expected.  Will definitely recommend to family and friends. 
        ",Triumph Lending
27-12-2016,5,"
Stephanie was awesome!!! Worked very hard for us to make sure the loan closed.
        ",Triumph Lending
15-01-2016,5,"
Triumph's customer service was great.  Stephanie worked very hard to ensure we closed on time and to address/resolve issues that arose prior to closing.  I suggest you use them and specifically request Stephanie Drewry.
        ",Triumph Lending
21-02-2016,5,"
This is the second time I have worked with Glen for a home mortgage.  Each time the process went smoothly.  This second time we also had Janel and Salvador helping out.  I was impressed with their responsiveness.  Janel even answered questions during non-business hours and was great with follow up.  I highy recommend them.
        ",Triumph Lending
30-01-2016,5,"
John Guerra was super fast in responding and explaining the process. It was the easiest loan process I have done!
        ",Triumph Lending
11-06-2016,5,"
I worked with Steven Castaneda a few years back when we were looking at building. We ended up getting pregnant and deciding to hold off. Steve did not push or harass me with calls or emails which I appreciated. A few years later when we decided to move forward with a sale and purchase I remembered how helpful he was and the time he spent explaining things to me before so I contacted him. He was, again, very helpful walking me through it all and answering all my questions about the process. I knew very little about home buying and really appreciated the time. We just closed on our dream home and everything went very smooth.... Read More
        ",Triumph Lending
17-04-2017,5,"
I worked with Steven Castaneda a few years back when we were looking at building. We ended up getting pregnant and deciding to hold off. Steve did not push or harass me with calls or emails which I appreciated. A few years later when we decided to move forward with a sale and purchase I remembered how helpful he was and the time he spent explaining things to me before so I contacted him. He was again very helpful waking me through it all and answering all my questions about the process. I knew very little about home buying and really appreciated the time. We just closed on our dream home and everything went very smooth.... Read More
        ",Triumph Lending
04-03-2017,5,"
I have been working with John for the last few years. I placed a few offers in different houses and no luck, but John was always there having all the documents needed ready. 
John attention to details, responsiveness and customer service was second to none. He was there in all the failed offers and it was a joy when finally we had an accepted. John was always available by phone or email and responding almost immediately. John helped us to make buying a home a smooth and enjoyable process. Loan documentation was easy to manage.
If you are in the process of buying or refinancing your home, look no further than working with John Guerra... Read More
        ",Triumph Lending
06-11-2016,5,"
Matt Pierce went above and beyond. He was able to make suggestions that I didn’t know about due to his experience. He also answers at almost every hour of the week. I feel like he worked more hours than he should have for the commission he probably received. I will definitely be contacting him about my next loan. Great guy. Never got annoyed with all my requests. Never felt him express frustration (wouldn’t blame him if he was). Always pleasant to talk to. Texting him made the process so much easier.... Read More
        ",Triumph Lending
17-11-2017,5,"
Matt Pierce went above and beyond. He was able to make suggestions that I didn’t know about due to his experience. He also answers at almost every hour of the week. I feel like he worked more hours than he should have for the commission he probably received. I will definitely be contacting him about my next loan. Great guy. Never got annoyed with all my requests. Never felt him express frustration (wouldn’t blame him if he was). Always pleasant to talk to. Texting him made the process so much easier.... Read More
        ",Triumph Lending
30-06-2017,5,"
Chris Waymire is the loan officer that I worked with and I had been in contact with him for sometime before I purchased my home. He was very helpful and knowledgeable about the loan process. He made my loan process very easy and I had no problems getting qualified and no delays in the process all the way up to my closing. I would recommend Chris and Triumph Lending to any of my family and friends. Chris helped me get into my dream home and I am truly thankful!... Read More
        ",Triumph Lending
05-04-2016,5,"
Very friendly, knowledgeable, and willing to answer any questions. I would highly recommend him for any refinance or home loan.  
        ",LoanSnap
24-12-2017,5,"
I just refinanced my house with LoanSnap. This company is amazing. Everyone I dealt with was friendly, knowledgeable, and willing to answer my questions. I would highly recommenced LoanSnap to anyone that is looking to refinance their home.  My loan officer was Dyllon B., I would highly recommend him. He is very knowledgeable and makes the whole process seem easy. 
        ",LoanSnap
23-01-2016,5,"
Buying a home is complicated, there a multiple parties, and competing interests, and it can be a really stressful and frustrating experiecne. What helps enormously is working with a lender that is upfront about what it can offer and accept, in terms of type of loan, type of property, downpayment, and timing of close.  
I received a call from DLJ when my previous lender changed terms on me two weeks into escrow, and in desperation I had filled out the Lending Tree form in the hope if finding a new lender. 
At the time, I honestly thought my purchase was going to fall through. 
The next day I received a call from a number and a lender I didn't recognize. It was DLJ. Am I glad I answered the phone!
Within minutes, Adan Munoz had me back on track. DLJ's team was, across the board, knowledgable, articulate, well-coordinated, calm and constructive. They offered a product that met my needs perfectly, and got me across the finish line in record time.
Special shout-out to the focused, unflappable, and highly responsive Ranee Martinez... Read More
        ",LoanSnap
01-01-2016,5,"
I appreciated the teams thoroughness and constant updates throughout the entire process. 
        ",LoanSnap
02-12-2017,5,"
I just want to thank Robert McClung and Janeen Cadwell for their kind assistance through the loan process.  Although I had many questions in the beginning, Robert provided the information required to make me feel comfortable with refinancing our home.  What a great experience and I highly recommend DLJ Financial.  Thanks again Robert and Janeen for the great service.
        ",LoanSnap
22-10-2016,5,"
I dealt with Robert McClung and when were hitting some bumps in the road he was persistent and managed to get our business loan through.
He’s a real professional and knows his business. 
I’d love to deal with him again if we have the opportunity in the future.
        ",LoanSnap
29-02-2016,5,"
Great person to work with who had a never give up attitude 
        ",LoanSnap
25-07-2016,5,"
Incredibly responsive and completed the process with LITTLE effort.
        ",LoanSnap
16-08-2016,5,"
A great lender to work with!
        ",LoanSnap
26-10-2017,5,"
Brian is absolutely the best to work with.  His response to any question is lightening quick an his attention to detail is second to none.  Most of the time I dread the loan process but with Brian and Sekani - it was truly painless and easy.  If you want a loan officer who instills confidence and is dedicated to serving his clients - look no further than Brian!

I appreciate the help guys!
... Read More
        ",LoanSnap
31-05-2017,5,"
Ethan our mortgage banker from DLJ Financial was absolutely a pleasure to work with. From start to finish he kept us updated and in the loop. The process of our HELOC was fast as well. Lisa the processor was very kind and attentive. From the first phone call I had with Ethan, he was very detailed and had nothing but my best interest in mine. Ethan has definitely earned my business for many years to come.... Read More
        ",LoanSnap
10-11-2017,5,"
Adan is great loan officer. He is always responsive, knowledgeable and has your best interest at heart. He is good to his word and on top of everything. Thank you so much Adan! 
        ",LoanSnap
26-01-2017,5,"
Adan Munoz apparently does not sleep because he is responds to any question almost immediately. I refinanced my home and the process was smooth because Adan was so on top of everything! He got me the best rate and kept his word. My only concern was that he was slow to give me a Loan Estimate with the agreed upon rate and terms bc it appears they were waiting to see if the rate would go down. When it didn't, he honored his word, which is really the best thing one can ask for. He is patient and good at explaining things. Trust me, I bothered him with many questions and he was always kind and professional. Closing went as planned and within 30 days! I trust DLJ and Adan fully and that means a lot with such a huge investment... Read More
        ",LoanSnap
22-07-2017,5,"
Super responsive and very thorough. 

I will look him up for the next transaction I have. 

All questions or concerns were answered promptly.

Ben
        ",LoanSnap
02-02-2017,5,"
I worked with Anthony M and Ranee M for the Refinance of my current FHA loan. Anthony was very through and explained everything with detail during the entire process of the loan. Ranee was also super thorough and easy to deal with. I would have no issue of using them again for my mortgage needs. DLJs process was mostly all online and worked flawlessly. 

Ben
        ",LoanSnap
30-01-2016,5,"
 I had the pleasure of working with Anthony for our home refinance. My husband and I, throughout the years, have refinanced and acquired many home loans. I can honestly say that Anthony has been the best mortgage banker we have ever had the pleasure of working with. Anthony was very prompt and responsive, always answering our phone calls and emails within a timely manner, often times on his days off or after hours.  I would recommend Anthony to anyone that is looking for a painless refinance or home loan... Read More
        ",LoanSnap
14-10-2016,5,"
I had the pleasure of working with Anthony Marroquin.  Throughout the years, my husband and I have worked with many different companies to refinance or acquire home loans. Without a doubt, Anthony has been the best mortgage banker that we have worked with.  Anthony always responded swiftly two emails and phone calls, often times on his days off or after hours.  Anthony was always professional and knowledgeable. Honestly, he made us feel like we were his only client . Often times, refinancing your home is a stressful and laborious process. Anthony made our refinance painless. We would recommend him 100% ... Read More
        ",LoanSnap
19-03-2017,5,"
Lee's team of Ethan and Angelica did a fantastic job making my loan happen.  I had complications and they figured out a way to complete the loan.  Very happy.

Jim.
        ",LoanSnap
17-12-2017,5,"
I agree with her 5 of 5 Star review. She was easy and clear to work with, from the Hello on. Very knowledgeable and direct in her conversations which is my style. She worked well as a team with the processor that 
asks for all your documents. I had a very smooth transaction and was successful at having my loan funded. Very happy to have worked with Michele and will call her for future dealings... Read More
        ",LoanSnap
02-12-2017,5,"
Just got funded with DLJ and it was a very smooth transaction.  Michele Neal was a pleasure  from the Hello on. She was super communicative professional and available at all times. She worked with Sekani Hamiltn who processed the loan and was also in constant contact with me. They were a 
great team. Sekani was attentive, responsive and both were very knowledgeable in the fields. I wouldn't hesitate to use DLJ in my future for any of their services.
I had a good experience working with both of these customer- service oriented people who reflect DLJ... Read More
        ",LoanSnap
09-08-2016,5,"
I had a great experience working with Adan Munoz and his team at DLJ Financial. Adan and I began working on refinancing options for our home but we decided to relocate and sell. Adan stayed with us and helped us secure a mortgage on a new home. The process was painless thanks to Adan, Lee Kulick and Janeen Cadwell. Their knowledge, kindness and prompt responses to all of my questions and concerns made my whole experience very pleasant. Which has not always been the case when dealing with lenders in the past. I would definitely recommend DLJ Financial to anyone looking for a new loan or refinancing options. ... Read More
        ",LoanSnap
10-02-2017,5,"
I worked with Adan Munoz, and the loan processor Janeen Cadwell on a refi and I felt like we were all a team trying to make this loan happen. We had our ups and downs as most loans will with conditions and underwriting guidelines, but they got it done for me in the end and i am very pleased with the service i got. they are top notch and would recommend them to anybody... Read More
        ",LoanSnap
24-04-2017,5,"
Anthony Marroquin and his team were knowledgeable and provided me with clarity through the entire Re-Fi process. If you are looking for a credible, cost-effective, efficient and solution oriented mortgage broker, go with Anthony Marroquin and DLJ Financial.
        ",LoanSnap
04-06-2016,5,"
Anthony Marroquin and his team were knowledgeable and provided me with clarity through the entire Re-Fi process. If you are looking for a credible, cost-effective, efficient and solution oriented mortgage broker, go with Anthony Marroquin and DLJ Financial.
        ",LoanSnap
19-09-2017,5,"

Jaclyn & Maribel,

First time doing a refi completely online. We have owned several properties for over 40 years. DLJ Senior Mortgage Banker Jaclyn M and Maribel N were both courteous, professional, knowledgeable to every extent and made this choice with DLJ, one we wish we had for every property purchase or refi we made in the past. Seemless and delivered on every promise made on day one. We couldn't have been happier for the service they provided and the manner in which they provided it. 5 Star all the way around. Thank you to both of you and your DLJ Team... Read More
        ",LoanSnap
17-12-2017,5,"
ANTHONY MARROQUIN was my primary Senior Mortgage Banker. Anthony patiently and thoroughly fully explained everything to me step by step from start to finish while exploring all options for the best results. I went with DLJ because of Anthony - his individualized care, his competence, and his commitment to making all the right stuff happen. As anyone who is in the financing market knows, when you begin to research options you are swamped by endless phone calls and texts from dozens of companies all offering everything - but usually not disclosing the downsides or hidden fees. Anythony is so savvy, financially creative, thoughtful, and thorough that I chose to work with him and DLJ versus any other company. Anthony walked me through all the steps and requirements from beginning to successful finish. Thus my 5 stars for Anthony. If and when I do a further refinance, I will go to Anthony Marroquin and DLJ Financial for the best service and options... Read More
        ",LoanSnap
17-04-2017,5,"
Recently, I successfully financed a home loan through DLJ Financial and  Senior Mortgage Banker Anthony Marroquin. I had discovered that traditional banks and online financing companies were impossible for me to work with because they held against me my record of variable income (I am a self-employed freelancer and a multi-Emmy-winning Reality TV producer who works for more than a decade on a #1 major network series.) However, DLJ carefully evaluated everything, treated me as a unique person rather than just a bunch of standard numbers to be crunched and averaged, and they made it all happen - straightforwardly, fully explained, and with no glitches.

ANTHONY MARROQUIN patiently and thoroughly fully explained everything to me step by step from start to finish while exploring all options for the best results. I went with DLJ because of Anthony - his individualized care, his competence, and his commitment to making all the right stuff happen. As anyone who is in the financing market knows, when you begin to research options you are swamped by endless phone calls and texts from dozens of companies all offering everything - but usually not disclosing the downsides or hidden fees. Anythony is so savvy, financially creative, thoughtful, and thorough that I chose to work with him and DLJ versus any other company. Anthony walked me through all the steps and requirements from beginning to successful finish. Thus my 5 stars for Anthony.

If and when I do any further financing in the future, it will be with DLJ and  Anthony Marroquin. They have my highest recommendation!
... Read More
        ",LoanSnap
20-05-2016,5,"
We are grateful that we came across Adan Muñoz. He was knowledgable, kind, and professional. He always remained calm and helped us with our questions every step of the way. Our underwriter was helpful as well and made the process seamless. We appreciated the secured email system that was used as well. Our loan closed earlier than we expected and we are happy with the results.... Read More
        ",LoanSnap
01-01-2018,5,"
We are grateful that we came across Adan Muñoz. He was knowledgable, kind, and professional. He always remained calm and helped us with our questions every step of the way. Our underwriter was helpful as well and made the process seamless. We appreciated the secured email system that was used as well. Our loan closed earlier than we expected and we are happy with the results.... Read More
        ",LoanSnap
05-12-2016,5,"
Adan Munoz was very responsive to our needs in refinancing our mortgage. He was available to us, even after hours when necessary.  I highly recommend DLJ Financial!
        ",LoanSnap
20-12-2016,5,"
Jaclyn was Super Friendly and Awesome to work with. Jaclyn is very easy to talk to and explains everything so you understand. Five minutes talking to her sold us on going with her firm. We talked to two other companies and neither company could compare to her. She made the whole process very easy and worked hard to give us what we needed. I would surely call her again should we need anything in the future... Read More
        ",LoanSnap
24-02-2017,5,"
We were shopping around to refinance and came upon DLJ Financial. They listened to what we wanted and worked very hard to give us what we needed. We had gotten quotes from two other companies and they couldn't even compare to DLJ Financial.Our customer service rep Jaclyn Martin work hard to give us everything we wanted. She explained every step of the process and was always there to answer all of our questions. She was super friendly and easy to talked to. I loved working with her and Sakani Hamilton. The experience was not stressful and everything went fast. Would surely work with them again... Read More
        ",LoanSnap
02-11-2017,5,"
Fantastic communicator, and able to offer options you may not have considered. Thinks about the big picture and how to best achieve your long-term goals.
        ",LoanSnap
07-03-2016,5,"
It is simple really. Doing a re-fi is a lot of work, and can be stressful. What you look for in a company is one that is going to handle all that for you, and work to your best interest, as well as present ideas to you that you may not have known were options. Once your strategy is underway, you want communication, updates and overall insight as to how the process is going, and those three things should happen easily and in a non-invasive way. DLJ checks off every box mentioned above. I would highly recommend them to anyone that wants to do a re-fi correctly and with minimal stress... Read More
        ",LoanSnap
01-01-2016,5,"
this man is amazing!!!   i said it all in the orginal review.  i would deal with him again and again

thank you Bryan
        ",LoanSnap
07-07-2017,5,"
I am going through a break up of a 12 year relationship so things are hard and im trying to find my way forward. i delt with several pushy finace companys that i just didnt like. then i came accross bryan. this man was amazing he answered any questions i had kept me in the loop and emailed me anything i asked for. on top of all that he listened to my woes about my current relationship. this little bit of compassion and humanity is why i decided to deal with bryan. everything went smooth and now im going to bring my mother to bryan to get her refi done . i would use this company in the future.    thanks bryan !!!... Read More
        ",LoanSnap
25-11-2017,5,"
Bryan was definitely the best loan officer I've come across in years -- excellent communicator, knowledgeable and on top of the process.  highly recommend.
        ",LoanSnap
03-07-2016,5,"
I have purchased 4 properties in CA in the past 15 years, and this was by FAR the best experience I've had with a lender.  They were quick, fair, detail oriented and great communicators.  Please note, I am also in real estate, and I have had clients go thru terrible experiences with larger institutions recently.  Bryan B is REALLY on top of the process and is very knowledgeable.  Will be using them again for personal use, and also referring them to clients... Read More
        ",LoanSnap
24-12-2017,5,"
Paul did a great job from the initial call and email from my inquiry request, to the final stages of the process. He and his staff worked well to get our loan done in a timely manner, were always available and came through with the loan and rate he said he'd get us. I'd recommend Paul and will use him again in the future as the need arises. 
        ",LoanSnap
02-08-2016,5,"
Ethan and Peter worked tirelessly to close out my loan. They were extra attentive to my questions and explained the whole process in detail. The team was responsive and polite. I called many institutions but in the end it was DLJ and Ethan who earned my business. I can not be happier with the results.
        ",LoanSnap
24-08-2016,5,"
As a first time home buyer the process can be very daunting. Brandon was a great guide through the entire process. I feel that he did his absolute best to provide me with a fair rate. He was very responsive and helpful with any and all questions. I can assure you I will use him for my next home purchase.
        ",Guarenteed Rate Inc
28-04-2016,5,"
Absolutely the best service! I used them twice for my own loan and they are my preferred lender to send my clients to. They answer all questions from application to  close . Jo Ann is extremely knowledgeable and works well with first time or repeat buyers. Her team makes sure everything goes smoothly and closes on tine. Exceptional service !
        ",Guarenteed Rate Inc
